Date,Price,Open,High,Low,Vol.,Change %
2017-03-23,"138,148","138,880","139,099","138,135",,-0.51%
2017-03-24,"138,527","138,166","138,940","138,056",,0.27%
2017-03-27,"138,807","138,423","139,180","137,814",,0.20%
2017-03-28,"139,125","138,800","139,218","138,478",,0.23%
2017-03-29,"139,079","139,144","139,289","138,675",,-0.03%
2017-03-30,"139,157","139,068","139,416","138,504",,0.06%
2017-03-31,"139,146","139,132","139,378","138,753",,-0.01%
2017-04-03,"138,992","139,148","139,261","138,688",,-0.11%
2017-04-04,"139,121","139,043","139,268","138,674",,0.09%
2017-04-05,"139,001","139,105","139,348","138,578",,-0.09%
2017-04-06,"138,718","139,001","139,113","138,373",,-0.20%
2017-04-07,"139,343","138,702","140,423","138,464",,0.45%
2017-04-10,"139,193","139,332","139,878","138,854",,-0.11%
2017-04-11,"139,699","139,205","139,871","138,846",,0.36%
2017-04-12,"140,279","139,720","140,396","139,437",,0.42%
2017-04-13,"140,487","140,258","140,667","139,862",,0.15%
2017-04-14,"139,677","140,492","140,694","139,541",,-0.58%
2017-04-17,"139,921","139,723","140,716","139,430",,0.17%
2017-04-18,"139,830","139,921","140,313","139,305",,-0.07%
2017-04-19,"139,310","139,857","140,095","139,138",,-0.37%
2017-04-20,"140,132","139,254","140,199","139,164",,0.59%
2017-04-21,"140,120","140,136","140,465","139,668",,-0.01%
2017-04-24,"139,983","141,786","142,017","139,474",,-0.10%
2017-04-25,"140,397","140,014","140,778","139,917",,0.30%
2017-04-26,"140,935","140,411","141,280","140,223",,0.38%
2017-04-27,"140,706","140,977","141,289","140,544",,-0.16%
2017-04-28,"141,456","140,636","141,503","140,471",,0.53%
2017-05-01,"140,558","141,103","141,487","140,244",,-0.64%
2017-05-02,"140,754","140,576","141,012","140,409",,0.14%
2017-05-03,"139,613","140,798","140,908","139,312",,-0.81%
2017-05-04,"138,075","139,595","140,134","137,881",,-1.10%
2017-05-05,"138,397","138,040","138,816","137,678",,0.23%
2017-05-08,"138,885","138,768","139,191","138,200",,0.35%
2017-05-09,"139,210","138,874","139,580","138,669",,0.23%
2017-05-10,"139,331","139,205","139,475","138,903",,0.09%
2017-05-11,"139,468","139,373","139,636","138,978",,0.10%
2017-05-12,"139,282","139,466","140,026","139,027",,-0.13%
2017-05-15,"140,012","139,086","140,311","138,976",,0.52%
2017-05-16,"139,907","140,006","140,500","139,711",,-0.08%
2017-05-17,"139,722","139,912","140,375","139,572",,-0.13%
2017-05-18,"139,035","139,729","140,233","138,939",,-0.49%
2017-05-19,"139,711","139,027","139,839","138,871",,0.49%
2017-05-22,"140,283","139,763","140,349","139,223",,0.41%
2017-05-23,"139,861","140,296","140,423","139,828",,-0.30%
2017-05-24,"140,317","139,828","140,534","139,636",,0.33%
2017-05-25,"140,437","140,299","140,778","140,177",,0.09%
2017-05-26,"141,090","140,461","141,275","139,986",,0.46%
2017-05-29,"140,964","141,046","141,259","140,804",,-0.09%
2017-05-30,"140,008","140,959","141,064","139,763",,-0.68%
2017-05-31,"140,529","140,009","140,976","139,750",,0.37%
2017-06-01,"140,936","140,503","141,316","140,376",,0.29%
2017-06-02,"141,329","140,937","141,354","140,223",,0.28%
2017-06-05,"141,360","141,265","141,896","141,124",,0.02%
2017-06-06,"141,576","141,361","141,774","140,866",,0.15%
2017-06-07,"141,350","141,615","141,755","140,908",,-0.16%
2017-06-08,"140,674","141,487","141,689","140,402",,-0.48%
2017-06-09,"139,768","140,535","140,779","139,589",,-0.64%
2017-06-12,"139,149","139,790","140,056","138,808",,-0.44%
2017-06-13,"139,375","139,121","139,575","138,779",,0.16%
2017-06-14,"138,226","139,381","139,879","137,899",,-0.82%
2017-06-15,"139,094","138,207","139,268","137,863",,0.63%
2017-06-16,"138,983","139,101","139,986","138,883",,-0.08%
2017-06-19,"138,676","138,941","139,413","138,617",,-0.22%
2017-06-20,"138,560","138,644","139,354","138,424",,-0.08%
2017-06-21,"138,834","138,561","139,147","138,344",,0.20%
2017-06-22,"139,225","138,829","139,498","138,750",,0.28%
2017-06-23,"139,882","139,251","140,135","139,090",,0.47%
2017-06-26,"139,185","139,648","139,992","138,150",,-0.50%
2017-06-27,"140,118","139,194","140,323","138,897",,0.67%
2017-06-28,"140,276","140,156","140,745","139,932",,0.11%
2017-06-29,"139,752","140,282","140,730","139,286",,-0.37%
2017-06-30,"139,532","139,758","139,878","139,101",,-0.16%
2017-07-03,"138,370","139,205","139,585","138,174",,-0.83%
2017-07-04,"138,652","138,419","138,829","138,216",,0.20%
2017-07-05,"138,970","138,647","139,041","138,241",,0.23%
2017-07-06,"138,717","138,970","139,106","138,424",,-0.18%
2017-07-07,"138,144","138,673","139,416","137,796",,-0.41%
2017-07-10,"138,484","138,269","138,668","137,546",,0.25%
2017-07-11,"138,722","138,495","138,827","138,190",,0.17%
2017-07-12,"138,074","138,729","138,811","137,781",,-0.47%
2017-07-13,"137,947","138,080","138,470","137,847",,-0.09%
2017-07-14,"138,304","137,942","138,517","137,512",,0.26%
2017-07-17,"139,023","138,315","139,261","138,163",,0.52%
2017-07-18,"139,244","139,011","139,417","138,581",,0.16%
2017-07-19,"138,972","139,256","139,407","138,553",,-0.19%
2017-07-20,"139,293","138,984","139,448","138,539",,0.23%
2017-07-21,"139,456","139,277","139,608","138,923",,0.12%
2017-07-24,"139,464","139,363","139,690","138,866",,0.01%
2017-07-25,"139,757","139,446","140,034","139,165",,0.21%
2017-07-26,"140,203","139,739","140,418","139,169",,0.32%
2017-07-27,"140,070","140,233","140,994","139,908",,-0.10%
2017-07-28,"140,462","140,089","140,755","139,617",,0.28%
2017-07-31,"139,974","140,424","140,690","139,881",,-0.35%
2017-08-01,"140,052","139,993","140,467","139,693",,0.06%
2017-08-02,"140,260","140,042","140,612","139,848",,0.15%
2017-08-03,"139,609","140,264","140,353","139,407",,-0.46%
2017-08-04,"139,327","139,624","140,327","139,120",,-0.20%
2017-08-06,"139,689","139,864","139,893","139,689",,0.26%
2017-08-07,"139,284","139,193","139,613","139,184",,-0.29%
2017-08-08,"139,068","139,286","139,767","138,555",,-0.15%
2017-08-09,"140,639","139,068","140,703","138,801",,1.13%
2017-08-10,"140,532","140,626","141,078","140,270",,-0.08%
2017-08-11,"140,762","140,520","140,961","140,009",,0.16%
2017-08-13,"140,808","140,728","140,808","140,574",,0.03%
2017-08-14,"140,547","140,562","141,127","140,294",,-0.19%
2017-08-15,"140,793","140,619","141,014","140,380",,0.18%
2017-08-16,"141,397","140,746","141,481","140,613",,0.43%
2017-08-17,"141,127","141,385","141,874","140,934",,-0.19%
2017-08-18,"140,261","141,134","141,603","140,261",,-0.61%
2017-08-20,"140,113","140,499","140,499","140,113",,-0.11%
2017-08-21,"140,817","140,519","140,913","140,161",,0.50%
2017-08-22,"140,767","140,758","141,054","140,349",,-0.04%
2017-08-23,"140,723","140,808","141,082","140,483",,-0.03%
2017-08-24,"140,923","140,660","140,970","140,445",,0.14%
2017-08-25,"141,194","140,936","141,744","140,250",,0.19%
2017-08-27,"141,463","140,956","141,463","140,941",,0.19%
2017-08-28,"143,177","141,095","143,443","141,043",,1.21%
2017-08-29,"143,725","143,092","143,880","142,411",,0.38%
2017-08-30,"144,284","143,746","144,555","143,497",,0.39%
2017-08-31,"145,395","144,332","145,602","143,779",,0.77%
2017-09-01,"146,098","145,387","146,350","144,712",,0.48%
2017-09-03,"146,795","145,162","146,795","145,130",,0.48%
2017-09-04,"146,467","144,949","146,886","144,830",,-0.22%
2017-09-05,"145,740","146,525","146,544","145,283",,-0.50%
2017-09-06,"145,735","145,662","146,117","145,239",,0.00%
2017-09-07,"146,328","145,737","146,498","145,476",,0.41%
2017-09-08,"145,236","146,327","146,468","144,952",,-0.75%
2017-09-10,"144,844","145,679","145,806","144,482",,-0.27%
2017-09-11,"145,216","145,721","146,004","144,599",,0.26%
2017-09-12,"146,753","145,295","146,901","144,810",,1.06%
2017-09-13,"146,130","146,743","147,020","146,028",,-0.42%
2017-09-14,"146,593","146,087","147,021","145,851",,0.32%
2017-09-15,"146,274","146,581","147,459","145,695",,-0.22%
2017-09-17,"146,392","146,656","146,754","146,044",,0.08%
2017-09-18,"145,885","146,379","146,825","145,651",,-0.35%
2017-09-19,"146,332","145,786","146,362","145,588",,0.31%
2017-09-20,"146,009","146,353","146,578","145,699",,-0.22%
2017-09-21,"145,250","145,994","146,369","144,770",,-0.52%
2017-09-22,"145,287","145,252","145,462","144,824",,0.03%
2017-09-24,"145,134","145,519","145,601","145,134",,-0.10%
2017-09-25,"146,435","145,288","146,487","144,907",,0.90%
2017-09-26,"145,221","146,433","146,562","145,163",,-0.83%
2017-09-27,"144,556","145,236","145,900","144,508",,-0.46%
2017-09-28,"144,622","144,554","145,000","144,415",,0.05%
2017-09-29,"143,925","144,628","145,083","143,883",,-0.48%
2017-10-01,"143,923","144,213","144,422","143,923",,0.00%
2017-10-02,"143,339","144,015","144,168","143,225",,-0.41%
2017-10-03,"143,479","143,364","143,882","143,288",,0.10%
2017-10-04,"143,729","143,426","144,126","143,401",,0.17%
2017-10-05,"143,062","143,724","144,053","142,964",,-0.46%
2017-10-06,"143,738","143,092","143,894","142,933",,0.47%
2017-10-08,"143,493","143,744","143,792","143,493",,-0.17%
2017-10-09,"144,681","143,760","144,786","143,470",,0.83%
2017-10-10,"144,825","144,685","145,302","144,553",,0.10%
2017-10-11,"145,321","144,825","145,430","144,378",,0.34%
2017-10-12,"145,269","145,375","145,691","144,979",,-0.04%
2017-10-13,"145,923","145,230","145,923","144,422",,0.45%
2017-10-15,"145,944","145,665","145,944","145,665",,0.02%
2017-10-16,"145,257","146,171","146,171","144,955",,-0.47%
2017-10-17,"144,211","145,224","145,433","144,048",,-0.72%
2017-10-18,"144,689","144,212","144,834","144,135",,0.33%
2017-10-19,"145,160","144,689","145,210","144,285",,0.33%
2017-10-20,"145,382","145,148","145,632","145,013",,0.15%
2017-10-22,"145,531","145,794","145,827","144,909",,0.10%
2017-10-23,"145,431","145,598","145,905","144,813",,-0.07%
2017-10-24,"145,419","145,426","145,832","145,134",,-0.01%
2017-10-25,"145,299","145,439","145,820","144,880",,-0.08%
2017-10-26,"144,431","145,309","145,567","144,258",,-0.60%
2017-10-27,"144,760","144,474","145,007","144,293",,0.23%
2017-10-29,"144,694","144,944","144,944","144,694",,-0.05%
2017-10-30,"144,440","144,784","144,996","144,229",,-0.18%
2017-10-31,"144,496","144,451","144,597","143,878",,0.04%
2017-11-01,"145,512","144,512","146,097","144,299",,0.70%
2017-11-02,"145,572","145,510","145,982","145,348",,0.04%
2017-11-03,"144,869","145,585","145,825","144,633",,-0.48%
2017-11-05,"145,094","144,808","145,094","144,791",,0.16%
2017-11-06,"145,769","144,712","146,064","144,700",,0.46%
2017-11-07,"145,406","145,775","146,120","145,133",,-0.25%
2017-11-08,"145,920","145,377","146,310","145,134",,0.35%
2017-11-09,"145,802","145,924","146,182","145,514",,-0.08%
2017-11-10,"144,886","145,780","145,942","144,581",,-0.63%
2017-11-12,"145,016","144,799","145,016","144,799",,0.09%
2017-11-13,"145,253","144,881","145,426","144,609",,0.16%
2017-11-14,"145,234","145,236","145,557","144,344",,-0.01%
2017-11-15,"144,282","145,265","145,429","144,150",,-0.66%
2017-11-16,"144,560","144,282","144,865","144,195",,0.19%
2017-11-17,"145,080","144,497","145,210","144,212",,0.36%
2017-11-19,"144,745","145,098","145,196","144,745",,-0.23%
2017-11-20,"143,806","145,124","145,266","143,539",,-0.65%
2017-11-21,"143,989","143,867","144,426","143,634",,0.13%
2017-11-22,"143,709","143,937","144,246","143,562",,-0.19%
2017-11-23,"143,613","143,710","143,898","143,243",,-0.07%
2017-11-24,"143,695","143,624","144,125","143,380",,0.06%
2017-11-26,"143,858","143,657","143,858","143,657",,0.11%
2017-11-27,"143,797","143,555","144,179","143,439",,-0.04%
2017-11-28,"144,262","143,785","144,317","143,694",,0.32%
2017-11-29,"143,674","144,256","144,650","143,493",,-0.41%
2017-11-30,"143,462","143,678","144,161","142,996",,-0.15%
2017-12-01,"143,531","143,420","144,017","143,245",,0.05%
2017-12-03,"143,865","144,450","144,450","143,545",,0.23%
2017-12-04,"143,462","144,085","144,700","143,374",,-0.28%
2017-12-05,"142,543","143,450","143,795","142,304",,-0.64%
2017-12-06,"141,872","142,539","142,629","141,793",,-0.47%
2017-12-07,"141,023","141,881","142,195","140,746",,-0.60%
2017-12-08,"141,646","141,016","141,840","140,902",,0.44%
2017-12-10,"141,881","141,752","141,881","141,720",,0.17%
2017-12-11,"141,062","141,641","141,964","140,842",,-0.58%
2017-12-12,"141,268","141,081","141,381","140,550",,0.15%
2017-12-13,"141,324","141,278","141,590","140,323",,0.04%
2017-12-14,"140,825","141,348","141,945","140,643",,-0.35%
2017-12-15,"141,324","140,743","141,628","140,643",,0.35%
2017-12-17,"141,254","141,511","141,511","141,254",,-0.05%
2017-12-18,"142,001","141,422","142,154","141,148",,0.53%
2017-12-19,"142,433","141,993","142,609","141,921",,0.30%
2017-12-20,"143,493","142,422","143,646","142,372",,0.74%
2017-12-21,"143,553","143,493","143,904","143,322",,0.04%
2017-12-22,"144,420","143,540","144,592","143,381",,0.60%
2017-12-24,"144,555","144,539","144,555","144,391",,0.09%
2017-12-25,"144,454","144,489","144,553","144,390",,-0.07%
2017-12-26,"145,275","144,456","145,376","144,284",,0.57%
2017-12-27,"145,906","145,285","146,054","145,083",,0.43%
2017-12-28,"146,187","145,919","146,243","145,489",,0.19%
2017-12-29,"146,778","146,143","147,280","145,837",,0.40%
2017-12-31,"146,798","146,798","146,798","146,798",,0.01%
2018-01-01,"146,738","146,751","146,790","146,725",,-0.04%
2018-01-02,"147,959","146,783","148,111","146,692",,0.83%
2018-01-03,"147,743","147,961","148,483","147,174",,-0.15%
2018-01-04,"149,134","147,736","149,550","147,176",,0.94%
2018-01-05,"149,290","149,136","149,689","148,774",,0.10%
2018-01-07,"149,523","149,266","149,523","149,148",,0.16%
2018-01-08,"149,330","149,268","149,579","148,881",,-0.13%
2018-01-09,"147,900","149,346","149,490","147,437",,-0.96%
2018-01-10,"146,744","147,899","147,952","146,592",,-0.78%
2018-01-11,"147,127","146,743","147,728","146,611",,0.26%
2018-01-12,"148,617","147,097","148,730","147,009",,1.01%
2018-01-14,"148,460","148,633","148,699","148,460",,-0.11%
2018-01-15,"148,141","148,705","148,950","147,846",,-0.22%
2018-01-16,"147,843","148,137","148,843","147,439",,-0.20%
2018-01-17,"147,589","147,865","148,520","147,516",,-0.17%
2018-01-18,"147,438","147,605","148,213","147,290",,-0.10%
2018-01-19,"147,530","147,425","147,995","147,223",,0.06%
2018-01-21,"147,772","147,269","147,772","147,212",,0.16%
2018-01-22,"147,969","147,363","148,172","147,190",,0.13%
2018-01-23,"147,957","147,968","148,670","147,134",,-0.01%
2018-01-24,"148,382","147,965","148,489","147,302",,0.29%
2018-01-25,"147,525","148,333","148,768","147,012",,-0.58%
2018-01-26,"146,781","147,520","148,257","146,560",,-0.50%
2018-01-28,"146,661","146,775","146,871","146,661",,-0.08%
2018-01-29,"146,043","146,714","146,983","145,975",,-0.42%
2018-01-30,"145,619","146,058","146,404","145,031",,-0.29%
2018-01-31,"146,887","145,625","147,067","145,451",,0.87%
2018-02-01,"147,579","146,862","147,695","146,523",,0.47%
2018-02-02,"146,768","147,534","148,298","146,419",,-0.55%
2018-02-04,"146,576","146,918","147,032","146,576",,-0.13%
2018-02-05,"146,141","146,821","147,308","145,907",,-0.30%
2018-02-06,"145,126","146,084","146,703","144,513",,-0.69%
2018-02-07,"144,221","145,158","145,649","143,466",,-0.62%
2018-02-08,"143,439","144,177","144,335","143,181",,-0.54%
2018-02-09,"143,245","143,449","144,045","142,096",,-0.14%
2018-02-11,"143,052","143,269","143,308","143,052",,-0.13%
2018-02-12,"143,708","143,263","144,351","142,998",,0.46%
2018-02-13,"143,348","143,690","144,054","142,471",,-0.25%
2018-02-14,"144,516","143,349","145,191","141,755",,0.81%
2018-02-15,"143,628","144,502","144,576","143,474",,-0.61%
2018-02-16,"143,297","143,608","144,302","142,997",,-0.23%
2018-02-18,"143,148","143,284","143,400","143,148",,-0.10%
2018-02-19,"143,558","143,350","143,803","143,147",,0.29%
2018-02-20,"142,703","143,566","143,893","142,530",,-0.60%
2018-02-21,"142,761","142,694","143,589","142,499",,0.04%
2018-02-22,"142,194","142,757","142,843","141,588",,-0.40%
2018-02-23,"142,044","142,145","142,266","141,498",,-0.11%
2018-02-25,"142,211","142,517","142,517","142,211",,0.12%
2018-02-26,"142,592","142,163","142,972","141,943",,0.27%
2018-02-27,"141,531","142,585","143,049","141,185",,-0.74%
2018-02-28,"140,620","141,527","141,696","140,505",,-0.64%
2018-03-01,"139,921","140,606","140,749","139,054",,-0.50%
2018-03-02,"139,823","139,868","139,992","139,059",,-0.07%
2018-03-04,"139,483","139,518","139,906","139,483",,-0.24%
2018-03-05,"140,236","139,787","140,272","139,417",,0.54%
2018-03-06,"141,644","140,238","141,913","140,115",,1.00%
2018-03-07,"140,612","141,645","141,746","140,224",,-0.73%
2018-03-08,"140,411","140,641","140,996","139,955",,-0.14%
2018-03-09,"141,365","140,385","141,580","140,266",,0.68%
2018-03-11,"141,528","141,181","141,528","141,168",,0.12%
2018-03-12,"140,792","141,426","141,578","140,165",,-0.52%
2018-03-13,"141,361","140,791","141,893","140,675",,0.40%
2018-03-14,"140,881","141,351","141,632","140,501",,-0.34%
2018-03-15,"139,977","140,880","140,920","139,573",,-0.64%
2018-03-16,"139,258","140,034","140,151","139,066",,-0.51%
2018-03-18,"139,083","139,180","139,340","139,083",,-0.13%
2018-03-19,"139,722","139,160","139,841","138,278",,0.46%
2018-03-20,"139,690","139,710","140,227","139,104",,-0.02%
2018-03-21,"141,284","139,687","141,688","139,468",,1.14%
2018-03-22,"139,913","141,277","141,365","139,806",,-0.97%
2018-03-23,"141,109","139,922","142,045","139,353",,0.85%
2018-03-25,"141,508","141,024","141,508","140,989",,0.28%
2018-03-26,"142,669","141,089","142,784","140,860",,0.82%
2018-03-27,"141,659","142,662","143,374","141,573",,-0.71%
2018-03-28,"141,579","141,646","142,337","141,111",,-0.06%
2018-03-29,"141,020","141,636","141,867","140,604",,-0.39%
2018-03-30,"140,815","141,014","141,173","140,590",,-0.15%
2018-04-01,"141,191","140,768","141,191","140,768",,0.27%
2018-04-02,"142,043","140,724","142,315","140,658",,0.60%
2018-04-03,"142,086","142,041","142,500","141,618",,0.03%
2018-04-04,"142,375","142,094","143,300","141,814",,0.20%
2018-04-05,"142,445","142,363","142,633","141,672",,0.05%
2018-04-06,"142,559","142,449","143,017","141,872",,0.08%
2018-04-09,"142,664","142,559","143,045","142,207",,0.07%
2018-04-10,"143,660","142,726","143,966","142,549",,0.70%
2018-04-11,"144,524","143,598","145,785","143,481",,0.60%
2018-04-12,"143,334","144,528","144,636","143,054",,-0.82%
2018-04-13,"144,429","143,339","144,824","143,261",,0.76%
2018-04-16,"144,175","144,454","144,860","143,853",,-0.18%
2018-04-17,"144,167","144,168","144,477","143,359",,-0.01%
2018-04-18,"144,695","144,156","145,318","144,032",,0.37%
2018-04-19,"144,484","144,696","145,464","144,095",,-0.15%
2018-04-20,"143,747","144,484","144,710","143,596",,-0.51%
2018-04-23,"144,041","143,707","144,115","143,276",,0.20%
2018-04-24,"144,805","144,035","145,236","143,922",,0.53%
2018-04-25,"144,806","144,798","145,003","144,040",,0.00%
2018-04-26,"143,974","144,799","144,983","143,784",,-0.57%
2018-04-27,"144,245","143,974","144,532","143,719",,0.19%
2018-04-30,"143,814","144,205","144,549","143,332",,-0.30%
2018-05-01,"143,261","143,828","143,867","142,879",,-0.38%
2018-05-02,"143,331","143,255","144,034","143,195",,0.05%
2018-05-03,"143,274","143,318","143,983","143,103",,-0.04%
2018-05-04,"143,505","143,280","143,526","142,485",,0.16%
2018-05-07,"143,383","143,505","143,733","143,188",,-0.08%
2018-05-08,"143,442","143,383","143,611","142,603",,0.04%
2018-05-09,"144,071","143,436","144,549","143,150",,0.44%
2018-05-10,"144,554","144,071","144,808","143,962",,0.34%
2018-05-11,"144,206","144,567","144,930","144,102",,-0.24%
2018-05-14,"143,964","144,206","144,829","143,923",,-0.17%
2018-05-15,"142,425","143,958","144,327","142,260",,-1.07%
2018-05-16,"142,516","142,419","142,827","141,678",,0.06%
2018-05-17,"143,011","142,523","143,093","142,207",,0.35%
2018-05-18,"143,151","143,004","143,282","142,685",,0.10%
2018-05-21,"143,558","143,112","143,644","142,736",,0.28%
2018-05-22,"143,201","143,552","143,777","142,928",,-0.25%
2018-05-23,"142,417","143,214","143,532","141,661",,-0.55%
2018-05-24,"142,564","142,423","142,768","141,547",,0.10%
2018-05-25,"142,390","142,564","143,093","142,219",,-0.12%
2018-05-28,"142,039","142,611","142,969","141,717",,-0.25%
2018-05-29,"141,270","142,039","142,138","140,837",,-0.54%
2018-05-30,"141,738","141,270","142,242","140,903",,0.33%
2018-05-31,"141,221","141,738","142,203","141,189",,-0.36%
2018-06-01,"141,658","141,215","142,244","141,195",,0.31%
2018-06-04,"141,889","141,606","142,162","141,436",,0.16%
2018-06-05,"142,388","141,888","142,485","141,620",,0.35%
2018-06-06,"142,910","142,388","143,151","142,296",,0.37%
2018-06-07,"142,260","142,897","143,415","142,119",,-0.45%
2018-06-08,"142,278","142,260","142,497","141,639",,0.01%
2018-06-11,"143,062","142,181","143,197","141,843",,0.55%
2018-06-12,"143,043","143,062","143,423","142,743",,-0.01%
2018-06-13,"143,410","143,043","143,781","142,979",,0.26%
2018-06-14,"144,065","143,404","144,236","142,948",,0.46%
2018-06-15,"141,646","144,058","144,354","141,035",,-1.68%
2018-06-18,"141,317","141,646","141,811","141,102",,-0.23%
2018-06-19,"140,289","141,317","141,479","139,576",,-0.73%
2018-06-20,"139,934","140,302","140,593","139,881",,-0.25%
2018-06-21,"139,385","139,934","140,311","139,193",,-0.39%
2018-06-22,"139,583","139,385","139,990","139,189",,0.14%
2018-06-25,"138,975","139,507","139,851","138,361",,-0.44%
2018-06-26,"138,570","138,963","139,053","137,511",,-0.29%
2018-06-27,"138,048","138,570","138,865","137,705",,-0.38%
2018-06-28,"137,925","138,042","138,235","137,641",,-0.09%
2018-06-29,"138,682","137,913","139,144","137,671",,0.55%
2018-07-02,"137,729","138,714","139,056","137,358",,-0.69%
2018-07-03,"138,568","137,735","139,012","137,144",,0.61%
2018-07-04,"138,862","138,568","139,209","138,436",,0.21%
2018-07-05,"139,140","138,862","139,349","138,353",,0.20%
2018-07-06,"138,626","139,140","139,304","138,476",,-0.37%
2018-07-09,"139,418","138,683","139,859","138,438",,0.57%
2018-07-10,"139,371","139,425","140,043","138,832",,-0.03%
2018-07-11,"139,141","139,371","139,473","138,426",,-0.17%
2018-07-12,"140,385","139,141","140,431","139,011",,0.89%
2018-07-13,"139,516","140,385","140,630","139,268",,-0.62%
2018-07-16,"139,349","139,491","140,089","139,095",,-0.12%
2018-07-17,"138,556","139,337","139,931","138,336",,-0.57%
2018-07-18,"138,493","138,550","138,878","137,896",,-0.05%
2018-07-19,"137,523","138,518","138,604","136,969",,-0.70%
2018-07-20,"137,231","137,523","137,965","136,618",,-0.21%
2018-07-23,"136,347","137,348","137,348","136,226",,-0.64%
2018-07-24,"136,170","136,353","136,570","135,580",,-0.13%
2018-07-25,"136,679","136,176","137,020","136,114",,0.37%
2018-07-26,"135,992","136,679","136,920","135,798",,-0.50%
2018-07-27,"135,850","135,992","136,191","135,298",,-0.10%
2018-07-30,"135,705","135,844","135,990","135,391",,-0.11%
2018-07-31,"136,916","135,681","137,361","135,318",,0.89%
2018-08-01,"135,864","136,916","137,214","135,687",,-0.77%
2018-08-02,"134,864","135,858","136,340","134,772",,-0.74%
2018-08-03,"135,013","134,864","135,682","134,609",,0.11%
2018-08-06,"134,460","134,934","135,599","134,386",,-0.41%
2018-08-07,"134,889","134,459","135,264","134,381",,0.32%
2018-08-08,"134,692","134,889","135,279","134,073",,-0.15%
2018-08-09,"134,674","134,692","135,201","134,318",,-0.01%
2018-08-10,"134,382","134,674","134,944","133,609",,-0.22%
2018-08-13,"132,172","134,382","134,385","131,863",,-1.64%
2018-08-14,"132,723","132,130","133,008","131,881",,0.42%
2018-08-15,"130,112","132,711","132,923","129,843",,-1.97%
2018-08-16,"130,209","130,112","131,062","128,305",,0.07%
2018-08-17,"130,923","130,203","131,066","129,683",,0.55%
2018-08-20,"131,041","130,941","131,684","130,650",,0.09%
2018-08-21,"131,944","131,041","131,974","130,869",,0.69%
2018-08-22,"132,169","131,938","132,527","131,563",,0.17%
2018-08-23,"131,919","132,164","132,500","131,483",,-0.19%
2018-08-24,"134,158","131,907","134,456","131,782",,1.70%
2018-08-27,"134,563","134,164","134,647","133,649",,0.30%
2018-08-28,"133,557","134,563","134,919","133,408",,-0.75%
2018-08-29,"134,751","133,551","134,887","133,494",,0.89%
2018-08-30,"133,169","134,769","134,929","133,097",,-1.17%
2018-08-31,"133,393","133,169","134,144","132,972",,0.17%
2018-09-03,"133,424","133,423","133,685","132,717",,0.02%
2018-09-04,"132,782","133,400","133,626","132,448",,-0.48%
2018-09-05,"133,474","132,782","133,870","132,683",,0.52%
2018-09-06,"132,923","133,468","134,306","132,584",,-0.41%
2018-09-07,"132,830","132,923","133,440","132,345",,-0.07%
2018-09-10,"132,892","132,704","133,165","132,203",,0.05%
2018-09-11,"133,772","132,892","133,855","132,275",,0.66%
2018-09-12,"134,207","133,772","134,439","132,863",,0.33%
2018-09-13,"134,471","134,207","135,306","134,029",,0.20%
2018-09-14,"133,761","134,471","135,194","133,637",,-0.53%
2018-09-17,"134,356","133,642","134,892","133,543",,0.44%
2018-09-18,"134,647","134,368","135,106","133,786",,0.22%
2018-09-19,"135,190","134,653","135,500","134,534",,0.40%
2018-09-20,"135,847","135,190","135,890","134,815",,0.49%
2018-09-21,"135,039","135,835","136,666","134,311",,-0.59%
2018-09-24,"135,237","135,033","135,600","134,409",,0.15%
2018-09-25,"135,715","135,237","135,835","135,039",,0.35%
2018-09-26,"134,652","135,715","135,866","134,566",,-0.78%
2018-09-27,"134,100","134,669","135,200","133,727",,-0.41%
2018-09-28,"135,535","134,100","135,640","133,854",,1.07%
2018-10-01,"135,390","135,535","135,817","134,980",,-0.11%
2018-10-02,"136,757","135,396","137,297","135,229",,1.01%
2018-10-03,"137,141","136,739","137,539","136,666",,0.28%
2018-10-04,"136,666","137,141","137,455","136,198",,-0.35%
2018-10-05,"136,788","136,660","137,250","136,281",,0.09%
2018-10-08,"134,524","136,771","137,081","133,707",,-1.66%
2018-10-09,"134,374","134,524","135,061","133,958",,-0.11%
2018-10-10,"134,144","134,380","134,765","133,722",,-0.17%
2018-10-11,"137,327","134,144","137,549","133,592",,2.37%
2018-10-12,"136,658","137,327","137,463","136,318",,-0.49%
2018-10-15,"137,141","136,530","137,823","136,530",,0.35%
2018-10-16,"137,448","137,141","138,277","137,096",,0.22%
2018-10-17,"137,694","137,448","137,947","136,932",,0.18%
2018-10-18,"137,523","137,688","138,001","137,056",,-0.12%
2018-10-19,"138,022","137,542","138,427","137,418",,0.36%
2018-10-22,"137,892","137,949","138,418","137,458",,-0.09%
2018-10-23,"138,362","137,892","139,135","137,594",,0.34%
2018-10-24,"138,436","138,362","138,920","138,057",,0.05%
2018-10-25,"138,521","138,442","138,845","138,105",,0.06%
2018-10-26,"138,032","138,491","138,742","137,807",,-0.35%
2018-10-29,"138,161","138,057","138,552","137,445",,0.09%
2018-10-30,"138,332","138,161","138,522","137,609",,0.12%
2018-10-31,"137,197","138,381","138,461","137,056",,-0.82%
2018-11-01,"138,992","137,191","139,401","137,083",,1.31%
2018-11-02,"139,570","139,005","139,730","138,789",,0.42%
2018-11-05,"139,420","139,539","139,819","138,962",,-0.11%
